Blood Punch,2
Der Pfarrer von Kirchfeld,8
Vulnerables,4
Strange But True,5
Reel Injun,2
The Defector,19
Obsession,480
Feux rouges,2
Lovely Rita,4
A Certain Sacrifice,3
Trapped,1612
The Under Dog,5
The Final Test,16
Compromise,23
Jour de fête,4
Vienna,45
Flipped,46
Golden Eighties,2
The Rocket Man,3
Footloose,38
Matou a Família e Foi ao Cinema,4
Paul Is Dead,7
The Fat Man,4
Beyond the Fire,5
No Alibi,3
The Public,3
Tender Loving Care,16
"No Pain, No Gain",37
Paternity,9
Mission to Moscow,3
Game Face,12
Riders of the Dawn,3
Coney Island,84
Blood from the Mummy's Tomb,2
To the Limit,3
The Detonator,2
Black Robe,2
The Future,81
Scrooge,54
Phantom Raiders,2
Sé infiel y no mires con quién,2
Tourments,2
Navy Wife,4
Evil Angel,3
Untamed Youth,3
The Fireball,4
Blood Father,4
Domino,106
I Kissed a Vampire,3
Il mostro di Firenze,3
Rosalinda,13
Atentát,3
Struck by Lightning,26
L'antenato,2
The Kindred,6
The Mysterious Doctor,2
Charlie Chan in Shanghai,2
Awaken,58
Isabel,28
Bad Times at the El Royale,5
On with the Dance,6
Between Two Worlds,25
Pyrates,3
Instant Family,11
Queen of the Damned,4
Midnight Menace,2
Bride of the Monster,12
Operation Murder,7
Suspension of Disbelief,8
England Made Me,3
Rushmore,3
Santa Claus: The Movie,3
Masumiyet,4
Die Putzfraueninsel,2
42nd Street,6
Shanghaied,12
Cat People,44
Monster-in-Law,5
The Bees,8
La belle aventure,3
Pearl,48
Strange Evidence,3
Blackmailed,4
Respiro,6
The Eclipse,19
Twenty-One,5
Black Mask,9
Happy-Go-Lucky,6
I Bought a Vampire Motorcycle,2
Limited Partnership,2
Y tu mamá también,3
Spaced Out,29
Walking on Air,5
The Smell of Success,3
What Dreams May Come,17
Trent's Last Case,12
The Vietnam War,3
Habeas Corpus,32
The Misfits,12
Fighting Mad,8
Endless Bummer,4
The Blue Fox,2
Rabbit's Feat,2
Evil Bong 2: King Bong,2
Island of the Dead,2
Battle of Britain,13
The Stepford Wives,8
Die Reise nach Wien,3
The Big Shakedown,3
The Horror of It All,2
Yatzy,2
Terror Train,5
Atlético San Pancho,2
Vatertag,17
Careless Love,7
Star Crystal,3
Vera,110
Saving Face,35
Journey to Freedom,5
American Hero,11
Timeslip,3
The Open Road,17
Berlin Calling,4
Marley & Me,2
Der fliegende Holländer,9
The Face of Marble,5
1999,76
Sesión continua,3
Dogtown,8
Doppelpass,6
Laws of Gravity,2
Track of the Moon Beast,10
A Letter to Elia,2
The Return of Count Yorga,2
Her Reputation,4
Frantic,10
Butch Cassidy and the Sundance Kid,12
Ordet,8
Rosemary's Baby,8
Men in White,7
Nocturnal Animals,9
Three Missing Links,2
Sweet Dreamers,2
Cuando canta el corazón,2
Catching the Sun,3
Too Busy to Work,4
Her Majesty,10
Cats,126
Un fils d'Amérique,2
Wetherby,3
Feind im Blut,2
I Am Omega,2
David and Bathsheba,4
Teacher of the Year,14
Trust,438
My Little Eye,2
Right Cross,2
Malevolent,11
Deadfall,54
Small Island,2
Monique,13
The Rescue,270
House of Cards,195
La espera,27
Tavaszi zápor,2
London by Night,4
Traumland,3
Buen viaje,3
Flossie,2
Naufraghi,3
The Sound of Thunder,2
Scorpio,16
Beware of Mr. Baker,2
Arlington Road,2
Cagliostro,3
Sin City,12
Expect No Mercy,2
I Wanna Hold Your Hand,5
Deadly,5
Alles für die Firma,3
Daddy's Gone A-Hunting,6
The Dead Talk Back,2
Simple Simon,10
Las amigas,3
Noah,48
Le rouge est mis,2
Closet Space,7
Night of Fear,5
Tassels in the Air,2
A Million Bid,4
Nackt unter Wölfen,3
Supernatural Activity,2
Cocoon,33
Beyond Bengal,2
School Girl,2
Highway Patrol,7
An Unreasonable Man,2
Fair Weather Fiends,2
Beloved Infidel,2
Rough Diamonds,3
The Water Is Wide,3
Sand Castles,7
Försvunnen,4
Fury,126
xXx,3
Liberty,40
Incesto,3
Game 6,80
End of the Trail,22
The Shadow of Evil,3
The Wrong Box,6
Sensualidad,2
Blue Moon,100
Beaches,22
Saison in Kairo,2
Ultraviolet,11
Oscar,100
Million Dollar Kid,3
Star Reporter,2
Gladiator,58
The Ghost Talks,6
Rabbit Transit,2
Race to Space,2
Rebelde con causa,2
Flood Tide,14
The Wicker Tree,2
Kill List,3
Mucize,3
The Sea Urchin,2
The Big Store,3
El alquimista impaciente,2
They Came to Blow Up America,2
Escrito con sangre,2
Unmarried,10
The Van,42
Partition,11
The Mommy Returns,4
Lauter Lügen,6
Marrakech Express,2
The Hound of the Baskervilles,95
The Pack,40
Garden Party,20
The Evil Eye,40
Balseros,3
The Last Mile,38
Creepshow,10
Suicide Squad,32
Up All Night,39
Padre Nuestro,14
Il profeta,3
Fast & Furious,12
The Night Rider,8
Blood Harvest,10
High Plains Drifter,2
Triplex,2
Timebomb,5
Downtime,17
Chips Ahoy,2
Who Loves the Sun,4
A Medal for Benny,2
Flores de otro mundo,2
She Shall Have Music,4
For the Love of Spock,2
The Scarlet Empress,2
Il conte Ugolino,2
The Red Rope,2
The Flame of the Yukon,4
Three Weeks,10
Bulldog Drummond in Africa,2
In ginocchio da te,2
The Wings of the Dove,5
En el hoyo,2
Escape from Tomorrow,6
Nick of Time,10
The Voices,14
Standing Silent Nation,2
The Last Chase,3
Junkyard Dog,4
That Old Feeling,5
Lorenzo's Oil,2
Bullets or Ballots,3
Hedda,8
Bullet,48
Diagnosis: Death,2
The Wait,58
El búho,2
Range War,5
Misunderstood,17
The Black Dahlia,7
Dark World,5
Souls in Pawn,4
Pressed,7
Golden Gate,9
Blood: The Last Vampire,4
The Scarlet Claw,2
Three Little Twirps,2
Ma nuit chez Maud,2
Smudge,7
Starship,3
Dark Days,16
The Mystery Man,7
Within Our Gates,2
Radiance,11
Der Katzensteg,4
Stolen Life,7
Two Days,10
Kiss Me Sergeant,2
Mixed Up,11
Sinister Street,2
Audrey,26
The Marriage Lie,2
Jag saknar dig,3
Swing Fever,2
Keeping Mum,17
Darby and Joan,8
Twilight: Los Angeles,2
Der Edelweißkönig,4
Give Me the Stars,2
Super Fly,2
Midnight Rose,2
My Big Break,2
Clever,8
Dead Men Tell,2
Tess,21
Going Home,139
Big Town,5
Karin Månsdotter,2
Paternity Leave,2
Rivals,72
The Abominable Dr. Phibes,6
Naked Fury,3
Los suicidas,2
The Only Way,51
Vacanze al mare,2
Tigerland,4
Table for Three,6
Night Flight,17
Egy csók és más semmi,2
Stand by Me,41
Double Whammy,6
Best,7
Going Up,31
Malpractice,12
The Temptress,42
Operation: Endgame,2
Rosenstrasse,2
Fantastic Four: Rise of the Silver Surfer,3
Carnival of Souls,100
La pagella,2
Fifty,11
The Girlfriend Experience,11
Eddie the Eagle,4
Confetti,30
The Ten Commandments,36
Klara,9
The Battle of the Sexes,18
La ardilla roja,3
Deception,544
Somersault,3
Slamma Jamma,2
Slap Shot,6
Teret,4
Brimstone,20
Patient X,8
My Dinner with Andre,2
Hindle Wakes,16
Night Song,7
Horsey,4
L.I.E.,2
Breezy,5
Ha entrado un ladrón,2
Un dimanche à la campagne,2
Pedro Mico,2
Shore Acres,2
Hysteria,94
Hangar 18,5
Nothing Venture,2
Reptilian,4
I Got the Hook Up,2
Daddy Cool,20
Sorority House Massacre,4
Olivia,51
Chamber of Horrors,16
Going Steady,10
Beeper,3
Entropie,5
2 Fast 2 Furious,5
Nightflyers,2
Knowing,13
Meet Joe Black,2
Goin' to Town,4
Barefoot,13
The Chocolate War,2
The Edge of Love,2
My Brother's Keeper,120
One Nation Under God,7
Escort Girl,2
Dimples,8
Counterspy,2
An American Rhapsody,2
Die Reise ins Glück,3
Big Money Hustlas,2
Ondata di calore,2
Edgar,28
Dream Girl,64
Taxi,430
The Fearmakers,2
Black Bart,8
Freeze Frame,15
Tómbola,5
Seitenwechsel,9
The Divided Heart,2
Cécile est morte,2
Lure of the West,2
Nevada,80
Ned,3
Popcorn,128
All About Anna,2
The Way of the Gun,4
Maestros,3
Conan the Barbarian,18
An Unmarried Woman,2
Hollywood Hot Tubs,2
Divorce,54
Bringing Up Bobby,6
Talking Feet,3
Sein bester Freund,21
Alta infedeltà,3
The Young Ones,10
Hennessy,3
Gone to Earth,2
High Sierra,2
El Zorro,2
Ring of Bright Water,2
The Coward,72
Dark Secrets,22
Spellcaster,3
Un rayo de luz,2
Hidden Power,3
Sally,105
Zwei Mütter,10
Maria Theresia,4
Triple 9,3
Flirting,12
Adaptation,22
Wild Girl,2
Red Heat,6
Scream and Scream Again,5
Boesman and Lena,2
Flight of the Butterflies,2
The Memory Thief,2
The Rose,32
Shadows of the Heart,3
La bandida,2
Lo,5
Bad Grandmas,3
Machine,23
Man Power,2
Fog Bound,3
Small Time,20
The Last Days of Pompeii,9
Venus & Mars,4
Street Racer,5
The Star Reporter,6
Henri,12
Con el culo al aire,2
Zaproszenie,3
The Perfect Vagina,2
Broken Dolls,6
The Black Tulip,12
Fred,40
Zaraza,2
The 7th Voyage of Sinbad,4
North Shore,5
Calculated Risk,10
The Sealed Room,5
A Summer to Remember,5
The Doom Generation,5
Bottom Feeder,5
Under Age,8
Galaxis,2
Flight of the Intruder,2
Acapulco Gold,6
Adamski,2
Patty Hearst,6
Endangered Species,86
Space Truckers,3
Doughboys,4
Blackenstein,2
Mimic,13
Little Big Shot,6
Donald's Dilemma,2
The Last Run,6
Deserters,4
Lyftet,2
Screwed,23
He Got Game,2
Indecent Proposal,30
Elvis on Tour,2
Performer,5
Inglourious Basterds,2
The Country Mouse,7
The Man from Snowy River,6
Italia-Germania 4-3,2
Uncaged,14
Hel,4
The Rains Came,2
Sgt. Pepper's Lonely Hearts Club Band,5
Stilte,4
Western Gold,2
The Original Kings of Comedy,2
Das Versprechen,48
Annie Laurie,24
The Spare Room,6
Ida,13
Psychomania,3
The Shift,38
Mooirivier,2
The Trial of Lee Harvey Oswald,2
Fric-Frac,2
Battlefield Earth,7
Arven,16
Hotel Sahara,4
Baise-moi,2
The Amateurs,8
Dale,8
Circulation,8
Trouble Makers,6
DreadOut,2
No controles,2
El Regreso,12
Dos disparos,2
A River Runs Through It,7
Tropical Snow,2
El fenómeno,3
Unordnung und frühes Leid,2
Lucky You,4
The Pyx,3
The Big Punch,6
A Rising Tide,5
Downriver,5
Across the Continent,2
Full Speed,5
The Whole of the Moon,2
Lightning Bug,2
"Die, Mommie, Die!",2
The Way Out,32
Law and Lead,2
Ripper,12
Anleitung zum Unglücklichsein,2
Big Business,100
State of Grace,8
The Revisionaries,2
Ghost Story,104
Tribute,25
Nieve negra,2
Cuestión de principios,3
Touch & Go,4
Im weißen Rößl,6
Lying Lips,3
Stickmen,4
The Game of Their Lives,4
Unacknowledged,2
The Crooked Man,12
The Last of the Line,2
Unzertrennlich,6
Laser Mission,2
Gabrielle,60
Cooties,16
Identity Crisis,90
Without Benefit of Clergy,2
Bobolink Pink,2
The Living End,6
Sista dansen,3
Muertos de risa,3
My Wife's Family,4
Die Rose von Stambul,2
Wizard of Oz,7
Get Out Alive,4
Cuentos de la Alhambra,4
The Night Porter,2
Gambler's Choice,2
Alien,51
Demoner,3
Dark Secret,9
The Serpent's Tooth,6
The Hurt Locker,5
Der er et yndigt land,3
Sansone,3
Carnegie Hall,3
A Man for All Seasons,9
Shrink,23
Lucky Lady,4
Triangle,72
Don't Bother to Knock,6
Machan,2
Macabre,15
The Little Mermaid,70
The Raspberry Reich,2
Desert Patrol,4
Tuck Everlasting,3
The Guardian,219
Padre e figlio,3
Bohemian Rhapsody,16
New York Minute,10
Red Snow,9
Morning Call,2
At the Villa Rose,8
Slipstream,40
Girls Against Boys,2
The Green Archer,6
Crook's Tour,3
A Dog's Best Friend,9
The Crooked Billet,2
Ettore Fieramosca,3
Grounds for Divorce,4
Bordello of Blood,2
Pact with the Devil,2
13 Rue Madeleine,2
Verônica,2
Firehouse,7
Hell Squad,4
La dama del mar,5
Wanted: A Husband,5
Cárcel de mujeres,5
Air Rage,2
Jeepers Creepers 3,3
Dracula,316
Captive,328
Zwerg Nase,12
Mona Lisa Smile,3
Crazy Rich Asians,6
The Scoundrel,3
Ricochet,48
Let's Get a Divorce,2
Atomic Blonde,9
Noel,20
White Dwarf,4
Strange Justice,3
Chorus,12
Three on a Match,11
The Killing Kind,7
Night Hunter,5
Blossom Time,3
Supernatural,22
The Day Time Ended,3
Love Notes,10
The Best Exotic Marigold Hotel,4
Headline Hunters,8
Country Life,11
I Do,51
Más que hermanos,2
Valkoinen kaupunki,2
City Park,4
Three Arabian Nuts,2
Shamus,2
Comes a Bright Day,2
The Second Mate,4
"10,000 Miles",2
In the Blink of an Eye,26
Cage,14
Florence Foster Jenkins,2
Confessions of a Superhero,3
When I Walk,2
Sideways,11
The Mad Marriage,4
Dark Journey,6
Hem ljuva hem,2
Thomas Jefferson,6
Man on a String,3
The Burning Times,2
The Match,38
Hurlevent,2
Don't Open Till Christmas,2
Happy Days,40
Bio-Dome,4
Basic Instinct,16
Balladyna,4
Blackthorn,2
The Ascent of Man,3
The Sea Ghost,3
Dead Within,2
Always Faithful,10
Meet Market,3
Permission,16
Rich in Love,2
Hearts of Fire,3
Julietta,2
From the Terrace,2
Die Fledermaus,100
A Secret Affair,3
Dragonheart,3
Coffee Town,2
Wrong Answer,6
Freaked,5
Adopted,60
So ist das Leben,3
Tempest,31
Evil Bong,4
Mary Jane's Pa,2
Celebrity Sex Tape,2
The Sea,39
The To Do List,2
Noy,2
Blades,7
Shock and Awe,20
High Time,5
The Dragon Lives Again,2
Quigley Down Under,2
Faites-moi confiance,2
Luces y sombras,5
L'ultima avventura,3
Talk,21
Metanoia,27
Terminal Velocity,12
El Proyecto,2
Rakas lurjus,2
Waging a Living,2
Madame Curie,3
Ruby Bridges,2
Death on Demand,2
The Big Steal,12
Man with the Screaming Brain,2
No Defense,3
The Wrong Guy,9
Pippi Långstrump,3
The Chair,65
"Now, Voyager",5
Red Velvet,36
Piel canela,2
Just Pals,3
Baby,348
Voyage of the Damned,4
Die Ahnfrau,3
Zwei schräge Vögel,2
The Blair Witch Project,11
East Lynne,90
The Spy Who Loved Me,5
Scalps,6
Payback,264
My Bare Lady,3
Ladrón que roba a ladrón,5
Quality Street,10
Masculin féminin,2
Presença de Anita,3
The Little Princess,6
Wolfhound,3
The Fountain,38
Henrik IV,3
Blue Boy,13
The Impatient Patient,4
Ende der Schonzeit,3
Hedda Gabler,43
An American Werewolf in London,8
"For Better, for Worse",62
Skullduggery,20
Mi Buenos Aires querido,6
Héroïnes,3
Hard Knocks,72
Lamento,22
North,68
Sankofa,8
Fool for Love,23
The Phantom Ship,5
No More Tears Sister,2
Tremors 2: Aftershocks,2
Angst,324
Addicted to Fame,2
Area 51,35
Grand Prix,46
Das Ende vom Liede,3
Strangers,300
American Beer,2
Kings Row,3
Run for the Roses,6
Nail Gun Massacre,2
The Marksman,8
Wilde Wasser,4
The Mountain Men,4
Brother Nature,2
Cellmates,5
No Picnic,3
Trailin' West,2
Hot to Trot,10
Vacas,4
In Name Only,6
The Silver Horde,4
Tempting Fate,12
Spring,135
À Flor da Pele,5
Cradle Will Rock,3
Vision Quest,20
The Power of Community: How Cuba Survived Peak Oil,2
Klatka,3
Adam's Rib,10
The Big Combo,2
The City of Your Final Destination,2
Longtime Companion,2
Ruthless People,4
The Dream Team,26
Las modelos,2
Usta,2
Forbidden Ground,3
The Curious Case of Benjamin Button,3
Prozac Nation,2
God's Not Dead,6
Traps,12
Aftermath,217
Air Hostess,5
Imposible,4
Grilled,9
King Richard and the Crusaders,2
Gambling Lady,2
The White Hope,8
Augustine,7
Soldados de Salamina,3
Bottle Shock,3
Winning Big,3
Equilibrium,26
The Hired Hand,4
Dixieland,5
Brigsby Bear,3
Border Vigilantes,2
Inconceivable,38
Nancy,27
Das letzte Rezept,2
Blood Theatre,2
Un'estate al mare,2
Green Eyes,26
The Princess Academy,2
Aloha Oe,3
Moscow Heat,2
Cappuccino,12
The Phantom Creeps,5
The Living,13
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,3
Kill Switch,13
This Is the Life,70
Dirty Grandpa,4
Repossessed,7
Dérapages,13
Die spanische Fliege,16
Arken,4
Along Came Ruth,2
The Loners,3
Love in a Taxi,2
The Time of Their Lives,12
The Congress,2
Mandela,6
King Rat,5
Almost Heroes,4
Blast-Off Girls,2
Stop That Noise,2
Before I Fall,3
La estanquera de Vallecas,2
Un prophète,2
Amelia,30
Two's Company,42
Matilda,42
Kreuzweg,2
Kamikaze,58
Cuartelazo,2
The Last Card,6
La bella vita,2
Wings Over Africa,2
Holiday's End,2
Inesquecível,2
Sukob,5
Latter Days,2
Non aver paura,2
Åke och hans värld,2
Touch of Evil,8
Battal Gazi Geliyor,2
Alice's Restaurant,2
Woodshop,2
The Funhouse,3
Human Traffic,6
La pena máxima,2
Everyone,15
Solitudine,7
Mystikal,3
Blood Money,484
Scherben,5
Offspring,20
The Secret Village,2
The Plot Thickens,38
Strange Stories,4
Licence to Kill,12
Power Play,188
Another Nice Mess,2
Oscar Wilde,4
El aviso,3
The Moonlighter,4
The Guardsman,7
The Jewel of Death,2
Sully,11
Kindergymnastik,2
The Legend of Lylah Clare,2
"Goodbye, New York",3
Avengers Grimm,5
The Nativity Story,3
The Dancin' Fool,2
The Cobbler,4
O Cangaceiro,6
Curse of the Cannibal Confederates,2
Secret Love,20
Kara Sevda,2
The Better Way,6
The Turmoil,6
Memento,30
Hellraiser: Deader,3
Star Trek IV: The Voyage Home,3
The Bodyguard,27
Octavia,14
Paper Moon,7
Duet for One,3
Ape,18
Free Willy,5
Pluk van de Petteflet,2
Shelter Dogs,2
Blue Steel,10
Queen Crab,3
The Last Boy Scout,3
Charlotte's Web,11
Painted Desert,3
Cirkeln,2
Belli di papà,2
Shadowzone,2
Luzia Homem,2
Seven Doors to Death,3
Mischief,42
Os Crimes de Diogo Alves,2
The Lobster,8
Blind Alley,24
The Happy Prince,9
Fuzz,4
Sliding Doors,6
The Perfect Son,6
Branded,120
El maestro de esgrima,3
In the Blood,66
Schlag auf Schlag,20
All the Wrong Places,7
Omertà,12
Hall Pass,10
Redwoods,3
To the Bone,11
Pretty Polly,8
Dr. Sex,3
Early to Bed,16
The Hidden Valley,3
Mes copines,2
Rojo,9
Capone,8
Bandits of El Dorado,2
Thief of Hearts,6
Insatiable,19
Lucky Night,4
The Untouchables,16
The Blackbird,2
Snide and Prejudice,2
Slander,16
Grand Larceny,10
Death Racers,2
Paul,51
Die Fastnachtsbeichte,2
The Inspector General,4
Gunn,3
Happy Land,2
Corridors of Blood,3
Altered,11
Bikini Planet,2
Jubilee,25
Hue and Cry,5
A Slight Case of Murder,4
Peter Pan,145
Beyond Ipanema,2
Out for a Kill,2
Late Last Night,2
Species,7
Hope,532
The Walls of Jericho,10
Replicas,4
O Vestido,3
Hopalong Casualty,2
Made of Honor,5
Dark Mountain,4
Over Here,18
Rikos ja rangaistus,5
Claro de luna,3
Cracked Ice,4
We'll Never Have Paris,3
Yardie,2
Information Received,5
I Am a Ghost,2
The Gay Deceivers,5
Dharkan,4
Lady Robinhood,3
The Accusing Finger,3
Night of the Living Dead,112
Scherzi da prete,2
The Patent Leather Kid,2
Il sole buio,2
Rage at Dawn,2
The Walking Dead,72
Dangerous Cargo,11
His House in Order,4
Dankó Pista,2
Johnny O'Clock,2
In the Army Now,3
American Violence,3
Slumber Party Massacre III,3
Dubai,53
I Capture the Castle,2
Little Lord Fauntleroy,21
An Englishman's Home,11
Housesitter,7
Shanghai Bound,2
The Split,25
Armed and Dangerous,23
Serpico,5
Baby Love,84
On Golden Pond,2
Das Testament des Dr. Mabuse,4
Is Everybody Happy?,20
It!,3
The Trespasser,28
Ladies in Retirement,7
Volta,24
Non ti conosco più,2
Il falco e la colomba,2
The Heartbreak Kid,36
Thanks,22
Romanzo di un giovane povero,2
Gallery of Fear,2
Daylight,22
Je pense à vous,2
A luci spente,2
The Toll of the Sea,4
Lost River,4
Cortex,9
The Last Mimzy,2
Singin' in the Rain,10
Weihnachtsgeschichten,2
Lonely Street,3
Autopsy,10
Splatter Farm,2
Symbiosis,23
Pardon,10
Bluebird,32
Otros días vendrán,2
Kissed,10
The Man Who Cried,2
Legenda,17
The Huntress,12
Harmony,64
Clown,43
Black Mirror: Bandersnatch,2
"Pink, Plunk, Plink",2
Baby Mine,14
Penelope,54
Gemini Man,5
Scary Movie 2,2
Le solitaire,5
Headless,12
Elskovsleg,2
Leprechaun 4: In Space,3
Dark Alibi,2
Tilt,31
Rocky,70
Red Hair,2
Portrait in Black,3
Garbo,7
The Horse's Mouth,6
Glück,13
Z for Zachariah,3
Missing Witnesses,2
Vampire in Brooklyn,2
Festa,14
Before I Wake,12
The House Opposite,8
J'accuse,8
Backsliding,6
Against the Tide,25
The Three of Us,12
Lillebror på tjuvjakt,3
The Ride,101
Skärgårdsflirt,2
Dr. Dolittle,4
The Vortex,17
Die zweite Mutter,2
Vektløs,2
Baby Snatcher,5
Little Miss Broadway,4
Grow House,2
The Bermuda Triangle,19
Sixteen Candles,11
Azucena,6
Starbuck,2
Incoming,19
The Mating Season,6
Where Soldiers Come From,2
Bloodlust!,5
Northern Soul,3
Great Expectations,846
Djinn,10
Phantom from Space,6
Mania,28
War Zone,15
The Devil's Rejects,5
Up in the World,3
Nicole,33
Das Wunder von Bern,3
Broken Knuckles,2
Heroin(e),3
The Seagull,24
Cocaine,20
Gorillas in the Mist,2
The Haunted House,48
Ladies of the Chorus,2
Three Below Zero,2
Mercy Christmas,2
Man Made Monster,6
The Net,38
Burned at the Stake,2
The Most Hated Woman in America,2
I Walk the Line,6
Ignition,23
Kiss of Life,6
Shadow Man,18
The Reception,11
The Strange Ones,4
Effetti personali,2
Beats,30
Alla luce del sole,3
Casting,127
Stander,3
Henrietta,5
No Time for Tears,2
The Enforcer,32
The Look of Silence,3
Sólo para hombres,3
Pixels,23
Ella Enchanted,2
Security,60
Återkomsten,4
José do Telhado,2
Manners of Dying,2
The Vanishing Act,4
Cracks,22
Ned Kelly,14
Looking for Kitty,2
Nachtschatten,8
Badlands,28
Changes,127
The Sellout,3
Zwischen Welten,7
The Graduate,34
The Canterbury Tales,2
Sisterly Love,17
Bridge to Terabithia,7
Sous le sable,2
Hey DJ,2
A Show of Force,3
A Tight Corner,2
The House of a Thousand Candles,3
Liberté,15
Dark Country,2
Diary of a Hitman,2
Des hommes et des dieux,4
Vollgas,13
The Mad,2
Skin Deep,432
Enamorada,10
The Golden Web,3
Louisiana Hayride,2
Liste noire,4
Trust Me,182
Minor Details,3
Sextette,3
Rumble,18
I Am Not Your Negro,2
The Territory,7
Devil in a Blue Dress,4
Inside the Mafia,2
Code 8,6
Cadet Rousselle,3
The Only Road,2
Den of Lions,2
Suvi,4
Lucie,14
Watch,25
Das zweite Gleis,2
Dean,3
Paramedics,7
Saloon Bar,3
Labyrint,10
Such a Little Queen,4
La corista,2
Iodine,2
Ghost Chasers,3
The Reform Candidate,3
Topeka,6
Don Pasquale,16
Ett dockhem,4
Drachenfutter,3
Happy Valley,10
Before Sunrise,6
Hard Rain,7
Verginità,2
El canto del cisne,3
Notre-Dame de Paris,8
Broderskab,2
Double Alibi,2
Remember Me?,14
Anna Christie,57
It's in the Blood,4
The 4th Floor,2
Whipped,17
Onyx,6
Poor Boy,4
Die Katze,7
Görgüsüzler,2
F.P.1 antwortet nicht,2
Betrayal,666
Caniche,3
Camille Claudel,2
Center Stage,8
Emigrant,4
Brewster's Millions,25
Blackboard Jungle,4
Ex with Benefits,2
Hollywood Canteen,2
Minding the Gap,2
No Way Back,54
Hot Money,14
Ender's Game,9
Coming Out,120
Männerherzen,3
Red Light,41
Blonde Ambition,14
Fauteuils d'orchestre,2
I elfte timmen,2
El juego del amor y del azar,2
Golpe de estadio,2
Sarah's Choice,2
En svensk tiger,2
Rockula,2
Black Hand,7
The Phenix City Story,2
Take a Girl Like You,2
The Watch,49
The Big Red One,2
Gabriela,17
Spork,2
Un autre homme,4
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,2
Jurassic World,27
Eroica,16
Lika inför lagen,2
Samba,20
Way Down East,8
Perché no?,2
Johnny Dark,3
Venom,200
Straight Talk,7
American Gun,8
Yo hice a Roque III,2
Weaponized,2
I'm Mad,3
El palo,2
Rumors,34
Number Seventeen,3
2B,4
Der kleine Muck,7
Scoring,4
La sospechosa,2
The Paper Brigade,2
Mysteria,3
Silver Dollar,6
Angel Town,4
The Conqueror,30
Hopscotch,23
Ball & Chain,6
Sweepers,3
Conseil de famille,5
The Bourne Identity,3
Meteo,3
After Sex,4
Man in the Dark,3
La grande guerra,2
The Lavender Hill Mob,3
Flor de durazno,4
The Stepping Stone,3
Monster's Ball,7
A Lady Mislaid,2
Vivir mata,4
The Tiger,21
Sundown Trail,3
Ander,3
Le Bal,2
La gran carrera,3
Final Destination,13
Casualties of War,19
Doing Their Bit,3
Flüchtlinge,3
As You Desire Me,2
Gröna gubbar från Y.R.,2
Darkness Rising,5
The Color of Money,5
Death Train,5
The Passenger,65
You Made Me Love You,4
Lower Level,2
Two Weeks Off,2
Courage Under Fire,11
Bokser,14
The Godson,6
Der Tunnel,10
Too Much Sex,3
Raggedy Man,3
Colorado,32
American Pie Presents: The Book of Love,2
Rosenda,3
Stage to Tucson,2
Hotel,180
Vita da cani,5
Valley of the Dragons,3
Constance,16
Indiscreet,14
Race the Sun,2
Good Burger,5
Geostorm,5
Fyrvaktarens dotter,2
I Now Pronounce You Chuck and Larry,2
Marley & Me: The Puppy Years,2
Hula,6
O Bandido da Luz Vermelha,2
Hasta la victoria siempre,4
The Whole Town's Talking,6
The Jungle Captive,6
The N-Word,5
The Odessa File,4
The Possessed,16
Nattseilere,2
Le Mirage,2
Wild Things,29
Don Giovanni,118
Rebel Without a Cause,5
Dutchman,2
Dead of Night,36
Hold'em,2
Best Revenge,2
Dangerous Crossing,3
The Philadelphia Story,11
Big Bad Love,3
Going for Gold,24
World Without End,8
Occident,2
Russian Doll,6
Fear Street,3
Le Passage,3
The Magician,152
Diary of a Wimpy Kid: The Long Haul,4
False Pretenses,4
Secrets of the Vatican,2
Homo Erectus,6
Species II,2
Una mujer sin importancia,3
Monsters and Men,4
Der Schatz der Azteken,2
A Simple Twist of Fate,5
Sanctum,14
Tentacles,2
Scaramouche,12
Heat,240
Her Cardboard Lover,2
In Dreams,30
Pet Sematary,12
The Man Who Laughs,3
"Rolando Rivas, taxista",2
The Crying Child,3
The Ghost Walks,3
Sea Fury,2
Fires of Faith,2
Dudley Do-Right,2
The Doberman Gang,2
Along Came Jones,3
Creature from the Black Lagoon,10
Love and Money,12
Los reporteros,3
The Second Best Exotic Marigold Hotel,2
Greenfingers,6
Appuntamento a Ischia,2
House,126
Interzone,5
The Garden,225
Colette,32
Little Miss Nobody,18
Nicotina,3
Minions,17
Project Moonbase,4
El día que me quieras,30
Jeunesse,12
Lying,18
The Women,42
Chain Gang,24
My American Wife,4
En cada puerto un amor,2
Defence of the Realm,5
Maktub,8
Altar mayor,2
Thérèse Raquin,18
Klute,4
Oranges and Sunshine,2
Gaston Lagaffe,2
Tillie's Punctured Romance,4
Fresa y chocolate,2
Tarantula,21
Mon oncle Benjamin,3
9 to 5,6
If You Knew Susie,4
Erratum,6
Pillars of Society,3
Between Worlds,11
Slægten,4
The Sleeping City,2
In Memoriam,64
Japón,5
The Lambeth Walk,2
Calling All Kids,2
Glass Trap,2
The Gentleman Thief,2
The Diamond Master,2
Rude Boy,2
Vildspor,2
La Musica,8
The Boxing Kangaroo,3
Boxing Gloves,5
The Masque of the Red Death,14
On the Buses,5
The Medusa Touch,4
The Quest,62
The Railway Man,2
Der träumende Mund,4
Help! Help! Police!,2
Hog Wild,29
The Fly,55
