cluster,SSE
10,3.719517943114138
15,2.2709740827206986
20,2.0739783410805157
25,1.3576792125514134
30,1.2627458757907262
35,1.0350630918094268
40,0.7938079001897649
45,0.7895591649202082
50,0.7793253389256275
